rating,place,aircraft ,aircraft 1,traveller_type ,traveller_type  1,seat_type,route ,route 1,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,value_for_money,entertainment
8,United Kingdom,Boeing 787,Boeing 787,Solo Leisure,Solo Leisure,Economy Class,London Singapore ,London Singapore ,01-02-2023,3,5,5,5,4,4
6,Belgium,A380,A380,Business,Business,Business Class,London to Dubai,London to Dubai,01-02-2023,2,3,2,4,3,3
7,Belgium,A320,A320,Business,Business,Business Class,Brussels to London,Brussels to London,01-02-2023,2,4,4,4,4,-1
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,Lyon to London,Lyon to London,01-02-2023,1,4,1,1,1,-1
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,London to Lyon,London to Lyon,01-02-2023,1,4,1,1,1,1
4,United Arab Emirates,A320,A320,Couple Leisure,Couple Leisure,Economy Class,Faro to Gatwick ,Faro to Gatwick ,01-02-2023,2,2,1,5,2,-1
5,United Kingdom,A320,A320,Family Leisure,Family Leisure,Economy Class,Oslo to London,Oslo to London,01-02-2023,3,3,1,2,3,-1
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,London to Madrid,London to Madrid,01-02-2023,2,1,1,1,2,-1
8,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Islamabad to London,Islamabad to London,01-02-2023,4,5,2,4,5,3
1,Canada,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Edinburgh to London,Edinburgh to London,01-02-2023,3,2,-1,1,1,-1
9,United Kingdom,Boeing 787-9,Boeing 787-9,Couple Leisure,Couple Leisure,Business Class,Mexico City to London,Mexico City to London,01-02-2023,5,5,4,5,5,4
10,Spain,A320,A320,Solo Leisure,Solo Leisure,Economy Class,Palma to Gatwick,Palma to Gatwick,01-01-2023,5,5,5,5,5,-1
10,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,London to Madrid,London to Madrid,01-02-2023,5,5,5,5,5,-1
10,United Kingdom,A320,A320,Business,Business,Economy Class,London Heathrow to Glasgow,London Heathrow to Glasgow,01-01-2023,5,5,4,5,5,-1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,London to Buenos Aires,London to Buenos Aires,01-01-2023,3,1,1,4,1,-1
4,United Kingdom,Boeing 777-300,Boeing 777-300,Solo Leisure,Solo Leisure,Premium Economy,London to Vancouver,London to Vancouver,01-01-2023,4,4,1,4,1,1
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Faro to London,Faro to London,01-01-2023,1,2,-1,4,3,-1
9,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,First Class,Heathrow to Johannesburg,Heathrow to Johannesburg,01-01-2023,4,5,4,5,4,3
9,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,Cape Town to London,Cape Town to London,01-01-2023,4,5,5,4,4,4
9,United Kingdom,Boeing 777-300ER,Boeing 777-300ER,Couple Leisure,Couple Leisure,Business Class,London to Male,London to Male,01-01-2023,5,5,5,5,4,5
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Business Class,London to Vienna,London to Vienna,01-12-2022,3,2,1,1,1,-1
3,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Johannesburg to Los Angeles via London,Johannesburg to Los Angeles via London,01-01-2023,2,2,2,1,2,-1
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London Gatwick to Alicante,London Gatwick to Alicante,01-01-2023,-1,-1,-1,-1,1,-1
9,United Kingdom,Boeing 787-8,Boeing 787-8,Family Leisure,Family Leisure,Economy Class,London to Tel Aviv,London to Tel Aviv,01-12-2022,4,5,4,4,5,3
9,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Business Class,London Heathrow to Cape Town,London Heathrow to Cape Town,01-01-2023,3,5,5,4,4,5
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Gatwick to Dublin,Gatwick to Dublin,01-01-2023,3,5,-1,1,1,-1
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,London Heathrow to Athens Greece ,London Heathrow to Athens Greece ,01-04-2022,3,4,1,3,1,1
4,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Economy Class,Atlanta to London,Atlanta to London,01-01-2023,1,1,1,1,2,3
5,United Kingdom,A380,A380,Family Leisure,Family Leisure,Economy Class,London to Chicago,London to Chicago,01-12-2022,3,2,3,3,2,4
1,Canada,Unknown,,Family Leisure,Family Leisure,Economy Class,Istanbul to Vancouver via Heathrow,Istanbul to Vancouver via Heathrow,01-01-2023,1,5,1,1,1,1
1,United States,"A320, A380","A320, A380",Family Leisure,Family Leisure,Business Class,Vienna to Los Angeles via London Heathrow,Vienna to Los Angeles via London Heathrow,01-01-2023,1,2,1,1,1,1
2,United States,Unknown,,Business,Business,Business Class,London to San francisco,London to San francisco,01-01-2023,2,5,2,2,1,1
8,United Kingdom,A321,A321,Business,Business,Economy Class,London to Belfast,London to Belfast,01-01-2023,4,5,3,5,4,-1
6,United Kingdom,A380,A380,Business,Business,Economy Class,Doha to London,Doha to London,01-12-2022,5,3,1,5,4,1
4,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,London to Barbados,London to Barbados,01-12-2022,3,4,4,4,3,2
4,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Premium Economy,London Gatwick to Cape Town,London Gatwick to Cape Town,01-12-2022,3,4,4,2,3,2
3,United Kingdom,A350,A350,Solo Leisure,Solo Leisure,Business Class,Cape Town to London,Cape Town to London,01-12-2022,4,3,2,1,2,2
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London Heathrow to Frankfurt,London Heathrow to Frankfurt,01-12-2022,3,3,-1,1,1,-1
1,Canada,Unknown,,Family Leisure,Family Leisure,Economy Class,Vancouver to Delhi via London,Vancouver to Delhi via London,01-12-2022,-1,-1,-1,-1,1,-1
8,France,A320,A320,Couple Leisure,Couple Leisure,Economy Class,Marseille to London,Marseille to London,01-12-2022,3,3,2,4,5,-1
3,United Kingdom,Boeing 777-300,Boeing 777-300,Couple Leisure,Couple Leisure,First Class,London to Male,London to Male,01-12-2022,2,2,1,3,1,1
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,Keflavik to London Heathrow,Keflavik to London Heathrow,01-12-2022,2,3,-1,1,1,-1
1,United Kingdom,Unknown,,Business,Business,Business Class,London Heathrow to Frankfurt,London Heathrow to Frankfurt,01-10-2022,3,4,3,1,1,-1
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London Heathrow to Bangkok via Doha,London Heathrow to Bangkok via Doha,01-12-2022,2,2,2,1,1,2
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,London Gatwick to Cancun,London Gatwick to Cancun,01-11-2022,4,1,1,1,1,3
5,United States,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,London to Phoenix,London to Phoenix,01-12-2022,3,5,4,1,4,3
6,United Kingdom,A321,A321,Business,Business,Business Class,London to Rome,London to Rome,01-12-2022,4,4,5,1,4,-1
1,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,Barbados to London Heathrow,Barbados to London Heathrow,01-12-2022,1,1,1,1,1,1
8,New Zealand,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,Economy Class,Doha to  Gatwick,Doha to  Gatwick,01-11-2022,2,5,4,3,5,4
3,United Kingdom,A320,A320,Business,Business,Business Class,Glasgow to London,Glasgow to London,01-12-2022,5,5,3,5,3,3
6,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Premium Economy,London to Boston,London to Boston,01-12-2022,3,4,3,3,3,-1
3,Czech Republic,A320,A320,Solo Leisure,Solo Leisure,Business Class,London to Prague,London to Prague,01-11-2022,2,1,1,2,1,-1
4,United Kingdom,Unknown,,Business,Business,Business Class,London to Larnaca,London to Larnaca,01-12-2022,1,-1,-1,2,3,-1
3,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,Cairo to London,Cairo to London,01-12-2022,3,2,1,3,2,-1
1,United States,Boeing 787-9,Boeing 787-9,Business,Business,Economy Class,Denver to London,Denver to London,01-12-2022,1,1,1,1,1,3
9,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,London to Marrakech,London to Marrakech,01-06-2022,3,5,5,4,3,-1
2,United States,A380,A380,Solo Leisure,Solo Leisure,Economy Class,San Francisco to London,San Francisco to London,01-11-2022,2,1,2,3,2,2
7,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,London to Lisbon,London to Lisbon,01-11-2022,3,4,4,3,3,-1
7,Canada,Boeing 787 / A320,Boeing 787 / A320,Solo Leisure,Solo Leisure,Economy Class,Montreal to Edinburgh via London Heathrow,Montreal to Edinburgh via London Heathrow,01-01-2022,4,4,4,4,4,4
1,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Miami to Budapest via London,Miami to Budapest via London,01-11-2022,2,3,3,1,1,4
4,Canada,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,Amman Jordan to London UK (Heathrow),Amman Jordan to London UK (Heathrow),01-11-2022,3,2,1,4,2,-1
1,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Dusseldorf to London via Los Angeles,Dusseldorf to London via Los Angeles,01-08-2022,1,1,1,1,1,1
2,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,London to Cape Town,London to Cape Town,01-11-2022,4,2,1,1,1,4
1,Italy,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Milan to Dallas via London ,Milan to Dallas via London ,01-11-2022,2,5,2,2,1,2
5,Malaysia,Boeing 787-8,Boeing 787-8,Solo Leisure,Solo Leisure,Economy Class,Baltimore to London Heathrow,Baltimore to London Heathrow,01-11-2022,1,3,3,2,3,1
1,United Arab Emirates,Unknown,,Couple Leisure,Couple Leisure,Business Class,Dubai to Belfast via London,Dubai to Belfast via London,01-10-2022,3,3,3,1,1,2
1,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Dallas to Bologna via London,Dallas to Bologna via London,01-07-2022,5,5,-1,1,1,-1
1,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,San Francisco to London,San Francisco to London,01-10-2022,-1,-1,-1,1,1,-1
6,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,London Heathrow to Gibraltar,London Heathrow to Gibraltar,01-10-2022,2,1,1,3,3,-1
1,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,London Heathrow to Nairobi,London Heathrow to Nairobi,01-10-2022,3,1,1,1,1,2
9,United States,A350-1000,A350-1000,Solo Leisure,Solo Leisure,Business Class,London to Los Angeles,London to Los Angeles,01-10-2022,5,4,5,3,5,5
9,United States,A320,A320,Solo Leisure,Solo Leisure,Business Class,Copenhagen to Heathrow,Copenhagen to Heathrow,01-10-2022,3,5,5,4,5,-1
3,United Kingdom,A320,A320,Family Leisure,Family Leisure,Economy Class,Larnaca to London,Larnaca to London,01-10-2022,1,2,1,2,2,1
9,United States,Boeing 787-10,Boeing 787-10,Couple Leisure,Couple Leisure,Business Class,Atlanta to London,Atlanta to London,01-10-2022,5,4,4,5,4,5
2,United States,A380,A380,Solo Leisure,Solo Leisure,Business Class,Madrid to San Francisco via London,Madrid to San Francisco via London,01-09-2022,3,1,1,3,1,4
8,Malaysia,A380,A380,Solo Leisure,Solo Leisure,Economy Class,London to Washington,London to Washington,01-10-2022,3,5,5,2,5,3
1,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Economy Class,London to San Francisco,London to San Francisco,01-10-2022,1,1,3,1,1,3
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Delhi,London to Delhi,01-10-2022,2,2,1,4,1,3
7,United States,Boeing 777-300,Boeing 777-300,Couple Leisure,Couple Leisure,Economy Class,London to Los Angeles,London to Los Angeles,01-10-2022,3,4,3,4,4,4
8,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Business Class,Miami to London Heathrow,Miami to London Heathrow,01-10-2022,5,5,3,4,3,2
9,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,Business Class,Dubai to London,Dubai to London,01-10-2022,4,4,4,4,3,2
1,United States,A320neo,A320neo,Couple Leisure,Couple Leisure,Economy Class,London to Cairo,London to Cairo,01-10-2022,1,1,1,4,1,-1
10,United States,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Business Class,Orlando to London Gatwick,Orlando to London Gatwick,01-10-2022,5,5,5,5,4,5
3,United Kingdom,A321neo,A321neo,Business,Business,Economy Class,London to Cairo,London to Cairo,01-10-2022,2,4,1,3,1,-1
6,United States,A380,A380,Couple Leisure,Couple Leisure,Economy Class,Dallas to London,Dallas to London,01-09-2022,2,4,2,4,3,4
7,United Kingdom,A319,A319,Couple Leisure,Couple Leisure,Business Class,Jersey to London Heathrow,Jersey to London Heathrow,01-09-2022,4,4,4,3,4,-1
8,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,London Heathrow to Jersey,London Heathrow to Jersey,01-09-2022,4,5,4,3,4,-1
3,United States,A320-200,A320-200,Solo Leisure,Solo Leisure,Business Class,Istanbul to London Heathrow,Istanbul to London Heathrow,01-09-2022,1,3,2,3,2,1
9,United States,Boeing 777-200,Boeing 777-200,Solo Leisure,Solo Leisure,Business Class,London Heathrow to New York JFK,London Heathrow to New York JFK,01-09-2022,5,4,4,5,5,4
1,Singapore,Unknown,,Business,Business,Economy Class,Gothenburg to Jersey via London,Gothenburg to Jersey via London,01-06-2022,2,2,-1,1,1,-1
10,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,Heathrow to Mexico City,Heathrow to Mexico City,01-09-2022,5,5,5,5,5,5
10,Netherlands,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Tampa,London to Tampa,01-09-2022,5,5,5,5,5,5
4,Australia,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Sydney to London via Singapore,Sydney to London via Singapore,01-09-2022,1,3,2,4,2,5
5,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Economy Class,London to Lisbon,London to Lisbon,01-09-2022,4,5,1,3,3,-1
1,United States,Unknown,,Business,Business,Business Class,London to Istanbul,London to Istanbul,01-09-2022,1,1,1,1,1,-1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to Manchester,London to Manchester,01-09-2022,4,1,2,1,1,1
2,New Zealand,Boeing 777,Boeing 777,Family Leisure,Family Leisure,Economy Class,London to Rome,London to Rome,01-08-2022,4,4,3,1,2,-1
7,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,London Gatwick to Malaga,London Gatwick to Malaga,01-09-2022,3,5,5,4,3,1
1,United Kingdom,Unknown,,Business,Business,Economy Class,Heathrow to Tenerife,Heathrow to Tenerife,01-11-2021,-1,-1,-1,-1,1,-1
4,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Manchester to Seattle via London,Manchester to Seattle via London,01-08-2022,3,2,1,4,3,2
1,United States,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,San Francisco to London,San Francisco to London,01-04-2022,2,1,2,1,1,3
10,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Berlin to London City,Berlin to London City,01-08-2022,3,5,4,2,4,-1
9,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Economy Class,Tel Aviv to London,Tel Aviv to London,01-08-2022,5,5,5,3,4,5
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Business Class,London to Manila via Singapore,London to Manila via Singapore,01-06-2022,1,1,1,1,1,1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Barcelona,London to Barcelona,01-06-2022,1,2,1,1,1,-1
1,United States,Unknown,,Business,Business,Business Class,Los Angeles to Thessaloniki via London,Los Angeles to Thessaloniki via London,01-06-2022,2,2,1,1,1,-1
10,Ireland,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Boston to Dublin via London,Boston to Dublin via London,01-08-2022,5,5,5,5,5,5
10,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to New York,London to New York,01-07-2022,5,5,5,5,3,5
1,South Africa,Boeing 777,Boeing 777,Family Leisure,Family Leisure,Economy Class,Cape Town to London Heathrow,Cape Town to London Heathrow,01-08-2022,2,1,1,4,3,3
8,United States,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,Dallas Ft Worth to London,Dallas Ft Worth to London,01-05-2022,3,5,5,4,4,-1
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,London to Amsterdam,London to Amsterdam,01-07-2022,1,1,1,1,1,-1
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,London to Marrakesh,London to Marrakesh,01-06-2022,1,1,1,1,1,1
2,Ghana,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Accra to London,Accra to London,01-11-2021,-1,-1,-1,1,1,-1
2,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Nairobi to New York via London,Nairobi to New York via London,01-07-2022,3,5,3,3,1,-1
8,United Kingdom,A380,A380,Family Leisure,Family Leisure,Business Class,San Francisco to London,San Francisco to London,01-07-2022,4,5,4,4,4,4
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,London to Amman,London to Amman,01-05-2022,1,1,-1,1,1,-1
1,United States,Unknown,,Family Leisure,Family Leisure,Economy Class,Edinburgh to Washington via London,Edinburgh to Washington via London,01-07-2022,2,2,2,1,1,-1
1,Netherlands,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Vancouver to Amsterdam via London,Vancouver to Amsterdam via London,01-06-2022,5,5,5,1,1,5
5,United Kingdom,A350-1000,A350-1000,Couple Leisure,Couple Leisure,Economy Class,Sao Paulo to Heathrow ,Sao Paulo to Heathrow ,01-07-2022,1,2,3,3,3,1
5,Australia,A321,A321,Couple Leisure,Couple Leisure,Economy Class,London to Reykjavik,London to Reykjavik,01-05-2022,3,4,1,1,4,-1
7,United Kingdom,A321,A321,Business,Business,Economy Class,Belfast to London,Belfast to London,01-07-2022,4,5,2,2,4,-1
1,United Kingdom,Unknown,,Unknown,,Business Class,London to Malaga,London to Malaga,01-07-2022,-1,-1,-1,-1,1,-1
10,Canada,Unknown,,Couple Leisure,Couple Leisure,Business Class,London to Toronto,London to Toronto,01-07-2022,5,5,5,5,5,5
8,United Kingdom,A350,A350,Family Leisure,Family Leisure,Business Class,London to Los Angeles,London to Los Angeles,01-07-2022,4,4,4,5,4,5
1,United States,Unknown,,Family Leisure,Family Leisure,Economy Class,Washington to London,Washington to London,01-07-2022,1,1,-1,1,1,-1
2,United States,Unknown,,Solo Leisure,Solo Leisure,Premium Economy,Nairobi to New York via London,Nairobi to New York via London,01-07-2022,1,1,1,1,1,1
1,United States,Embraer 190,Embraer 190,Couple Leisure,Couple Leisure,Business Class,Dublin to London City,Dublin to London City,01-07-2022,4,4,3,1,1,-1
4,Italy,"A320, Boeing 787","A320, Boeing 787",Solo Leisure,Solo Leisure,Premium Economy,Venice to Baltimore via London Heathrow,Venice to Baltimore via London Heathrow,01-07-2022,3,3,3,1,2,2
1,United States,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,London to Nairobi,London to Nairobi,01-06-2022,-1,-1,-1,-1,1,-1
6,South Africa,A350,A350,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Johannesburg,London Heathrow to Johannesburg,01-06-2022,1,3,3,2,4,2
1,Ireland,Unknown,,Family Leisure,Family Leisure,Economy Class,Belfast to London,Belfast to London,01-06-2022,-1,-1,-1,1,1,-1
1,United States,Unknown,,Family Leisure,Family Leisure,Business Class,Unknown,,01-06-2022,2,2,2,1,1,2
1,Australia,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to Paris,London to Paris,01-07-2021,1,1,1,1,1,1
1,United States,Unknown,,Business,Business,Business Class,Miami to Paris,Miami to Paris,01-06-2022,3,4,4,3,1,2
1,Canada,Unknown,,Family Leisure,Family Leisure,Economy Class,Edmonton to Cairo,Edmonton to Cairo,01-06-2022,2,2,1,1,2,1
